,prefix,input_text,target_text
78,DART,English_Without_Tears | writer | Terence_Rattigan && English_Without_Tears | runtime | 89.0 && English_Without_Tears | cinematography | Bernard_Knowles && English_Without_Tears | writer | Terence_Rattigan && English_Without_Tears | runtime | 89.0,Terence Rattigan is the writer of the 89 minute movie ´English Without Tears´ and Bernard Knowles is the cinematographer.
79,DART,Lady_Anne_Monson | deathDate | 1776-01-01 && Lady_Anne_Monson | field | Botany && Lady_Anne_Monson | spouse | George_Monson && Lady_Anne_Monson | deathDate | 1776-02-18 && Lady_Anne_Monson | professionalField | Botany,"George Monson was married to Lady Anne Monson, a botanist, who died on February 18, 1776."
80,DART,Lady_Anne_Monson | deathDate | 1776-01-01 && Lady_Anne_Monson | field | Botany && Lady_Anne_Monson | spouse | George_Monson && Lady_Anne_Monson | deathDate | 1776-02-18 && Lady_Anne_Monson | professionalField | Botany,"Lady Anne Monson, a professional botanist who was married to George Monson, died on February 18th, 1776."
81,DART,Lady_Anne_Monson | deathDate | 1776-01-01 && Lady_Anne_Monson | field | Botany && Lady_Anne_Monson | spouse | George_Monson && Lady_Anne_Monson | deathDate | 1776-02-18 && Lady_Anne_Monson | professionalField | Botany,"Lady Anne Monson is the spouse of George Monson. Her professional field of study was botany, and she died on 18 February 1776."
82,DART,"Abdul_Taib_Mahmud | residence | ""Demak Jaya, Jalan Bako, Kuching, Sarawak""@en && Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu && Abdul_Taib_Mahmud | residence | ""Demak Jaya, Jalan Bako, Kuching, Sarawak"" && Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu","Abdul Taib Mahmud, member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak."
83,DART,"Abdul_Taib_Mahmud | residence | ""Demak Jaya, Jalan Bako, Kuching, Sarawak""@en && Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu && Abdul_Taib_Mahmud | residence | ""Demak Jaya, Jalan Bako, Kuching, Sarawak"" && Abdul_Taib_Mahmud | party | Parti_Pesaka_Bumiputera_Bersatu","Abdul Taib Mahmud, a member of the Parti Pesaka Bumiputera Bersatu party, resides in Demak Jaya, Jalan Bako, Kuching, Sarawak."
84,DART,Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Karlsruhe | country | Germany && Israel | language | Modern_Hebrew,"Liselotte Grschebina was an Israeli who attended the school of Applied Arts in Stuttgart. She was born in Karlsruhe, Germany. Israel's national language is Modern Hebrew."
85,DART,Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Karlsruhe | country | Germany && Israel | language | Modern_Hebrew,"Liselotte Grschebina is an Israeli national who did her studies at the School of Applied Arts in Stuttgart and was born in Karlsruhe, which is in Germany unlike Israel whose language is Modern Hebrew."
86,DART,Liselotte_Grschebina | birthPlace | Karlsruhe && Liselotte_Grschebina | nationality | Israel && Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart && Karlsruhe | country | Germany && Israel | language | Modern_Hebrew,"Liselotte Grschebina was born in Karlsruhe which is located in Germany, has Israeli nationality (the language in Israel is Modern Hebrew), and studied at the School of Applied Arts in Stuttgart."
87,DART,Chinabank | location | Philippines && Chinabank | location | Philippines,Chinabank's location is the Philippines.
88,DART,Chinabank | location | Philippines && Chinabank | location | Philippines,Chinabank is located in the Philippines.
89,DART,Mermaid_(Train_song) | runtime | 3.16 && Mermaid_(Train_song) | recordLabel | Sony_Music_Entertainment && Mermaid_(Train_song) | writer | Espen_Lind && Mermaid_(Train_song) | genre | Reggae && Mermaid_(Train_song) | writer | Amund_Bjørklund,"The Train song Mermaid, which is an example of the reggae genre, was released under the record labels of Columbia Records and Sony Music Entertainment. It was written by Espen Lind and Amund Bjørklund and has a total runtime of 3 minutes and 16 seconds."
90,DART,Mermaid_(Train_song) | runtime | 3.16 && Mermaid_(Train_song) | recordLabel | Sony_Music_Entertainment && Mermaid_(Train_song) | writer | Espen_Lind && Mermaid_(Train_song) | genre | Reggae && Mermaid_(Train_song) | writer | Amund_Bjørklund,Amund Bjorklund and Espen Lind are writers of the 3.16 minute reggae song Mermaid by Train that was released under Sony Music Entertainment and Columbia Records.
91,DART,Mermaid_(Train_song) | runtime | 3.16 && Mermaid_(Train_song) | recordLabel | Sony_Music_Entertainment && Mermaid_(Train_song) | writer | Espen_Lind && Mermaid_(Train_song) | genre | Reggae && Mermaid_(Train_song) | writer | Amund_Bjørklund,The song Mermaid was written In the reggae music genre by Espen Lind and Amund Bjorklund The song was performed by Train and released by Columbia Records and Sony Music Entertainment records. It has a total runtime of three minutes and sixteen seconds.
92,DART,It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis,"It's Great to be Young,a 1956 film starring Cecil Parker was composed by Louis Levy and written by Ted Willis."
93,DART,It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis,“It's Great to Be Young” (1956) was written by Ted Willis and features music by Louis Levy. A main role in the movie was given to Cecil Parker.
94,DART,It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis && It's_Great_to_Be_Young_(1956_film) | musicComposer | Louis_Levy && It's_Great_to_Be_Young_(1956_film) | starring | Cecil_Parker && It's_Great_to_Be_Young_(1956_film) | writer | Ted_Willis,"Louis Levy is the composer of the 1956 film It's Great to Be Young, which is written by Ted Willis and stars Cecil Parker."
95,DART,Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | origin | Massachusetts && Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | activeYearsStartYear | 1995,Aaron Turner is a post-metal musician from Massachusetts who plays the electric guitar. He started performing in 1995 and is a musician in the Lotus Eaters band.
96,DART,Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | origin | Massachusetts && Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | activeYearsStartYear | 1995,"Aaron Turner is a post-metal musician born in Massachusetts who plays electric guitar, started performing in 1995 and is in the Lotus Eaters band."
97,DART,Aaron_Turner | genre | Post-metal && Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band) && Aaron_Turner | origin | Massachusetts && Aaron_Turner | instrument | Electric_guitar && Aaron_Turner | activeYearsStartYear | 1995,"Aaron Turner is a post metal performer from Massachusetts who plays the electric guitar, started performing in 1995 and is in the Lotus Eaters band."
98,DART,"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property","Pennsylvania's Franklin County is found to the west of Adams County, Pennsylvania and Carroll County, Maryland is to the southeast. A monument to the 11th Mississippi Infantry was erected in 2000 in Adams County and this monument is classed as a contributing property."
99,DART,"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument was established in 2000 in Adams County, Pennsylvania which has Carroll County, Maryland to its southeast and Franklin County, Pennsylvania to its west. The 11th Mississippi Infantry Monument is in the category of contributing property."
100,DART,"Adams_County,_Pennsylvania | hasToItsWest | Franklin_County,_Pennsylvania && 11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSoutheast | Carroll_County,_Maryland && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument, established in 2000, falls under the category of Contributing property and is located in Adams County, Pennsylvania, which has Carroll County, Maryland to the southeast and Franklin County, Pennsylvania to the east."
101,DART,Nord_(Year_of_No_Light_album) | genre | Sludge_metal && Nord_(Year_of_No_Light_album) | producer | Year_of_No_Light && Nord_(Year_of_No_Light_album) | genre | Post-metal && Nord_(Year_of_No_Light_album) | recordLabel | Crucial_Blast && Nord_(Year_of_No_Light_album) | releaseDate | 2006-09-06,"The band Nord is a sludge metal band that releases post-metal. They have an album called the Year of No light that was released on June 9th 2006, and was under Crucial Blast Label."
102,DART,Nord_(Year_of_No_Light_album) | genre | Sludge_metal && Nord_(Year_of_No_Light_album) | producer | Year_of_No_Light && Nord_(Year_of_No_Light_album) | genre | Post-metal && Nord_(Year_of_No_Light_album) | recordLabel | Crucial_Blast && Nord_(Year_of_No_Light_album) | releaseDate | 2006-09-06,"Year of No Light self-produced their album Nord. The album was released under the label Crucial Blast on September 6th, 2006. Nord falls into the sludge metal and post-metal genres."
103,DART,"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6","Ciudad Ayala is a metropolitan city which has population of 1,777,539 with its population density of 1604.0 and it falls into UTC offset -6 time zone. One of the leaders of Ciudad Ayala is the City Manager which uses council-manager government."
104,DART,"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6","The city Ciudad Ayala has population 1,777,539 making the density 1604.0. One of the leaders in the council-manager government is the City Manager. It is in UTC offset -6."
105,DART,"Ciudad_Ayala | leaderTitle | ""City Manager"" && Ciudad_Ayala | type | City && Ciudad_Ayala | populationDensity | 1604.0 && Ciudad_Ayala | governmentType | Council-manager_government && Ciudad_Ayala | utcOffset | −6",The city Ciudad Ayala has population 1777539 making the density 1604. It is a council-managed government led by a City Manager. It is in UTC offset -6.
106,DART,Super_Capers | starring | Tom_Sizemore && Super_Capers | budget | 2000000.0 && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0,"Super Capers is a 98 minute film with a $2000000.0 budget. It stars Tom Sizemore and Michael Rooker, and was written and directed by Ray Griggs."
107,DART,Super_Capers | starring | Tom_Sizemore && Super_Capers | budget | 2000000.0 && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0,"Super Capers is a 98 minute movie starring Michael Rooker and Tom Sizemore. It was written and directed by Ray Griggs. It had a budget of $2,000,000."
108,DART,Super_Capers | starring | Tom_Sizemore && Super_Capers | budget | 2000000.0 && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | director | Ray_Griggs_(director) && Super_Capers | runtime | 98.0,The 98 minute film Super Capers had a budget of 2 million dollars. It was written and directed by Ray Griggs. It starred Tom Sizemore and also featured Michael Rooker.
109,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński,Darinka Dentcheva developed a theory influenced by Andrzej Piotr Ruszczyński.
110,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński,Darinka Dentcheva was influenced by Andrzej Piotr Ruszczyński.
111,DART,Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński && Darinka_Dentcheva | influencedBy | Andrzej_Piotr_Ruszczyński,Darinka Dentcheva was influenced by Andrzej Piotr Ruszczynski.
112,DART,McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878),"Born in 1878, Harry Carey later grew up to write and star in the movie McVeagh of the South Seas."
113,DART,McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878),"Harry Carey, born in 1878, wrote and appeared in the movie McVeagh of the South Seas."
114,DART,McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | starring | Harry_Carey_(actor_born_1878) && McVeagh_of_the_South_Seas | writer | Harry_Carey_(actor_born_1878),"Harry Carey, who was born in 1878, wrote and starred the film of McVeagh of the South Seas."
115,DART,"Bionico | course | Dessert && Bionico | region | Guadalajara && Dessert | dishVariation | Cookie && Bionico | mainIngredient | ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"" && Bionico | country | Mexico","Mexicans, the inhabitants of Mexico, can use their peso currency to purchase a dessert called Bionico. Bionico can be found in Guadalajara, Mexico, and is made from sour cream, chopped fruits, condensed milk, granola, coconut and raisins. They can also buy cookies, another dessert."
